,0
0,Loading...
1,"BOULEVARD
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3020:0021:15
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
15:4518:5022:05
Estreno
El piloto
M-16108
2D ESPAÑOL
15:4518:0520:2522:45
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:0018:1020:2022:30
Estreno
Mi querido monstruo
TP99
2D ESPAÑOL
15:4517:45
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
17:2022:15
Llaman a la puerta
M-16100
2D ESPAÑOL
19:5022:10
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
16:1518:45
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
17:1019:45
El asombroso Mauricio
TP93
ESPAÑOL
17:30
Babylon
M-16188
2D ESPAÑOL
21:20
M3GAN
M-12102
2D ESPAÑOL
22:30
El gato con botas: El último deseo
M-7101
ESPAÑOL
20:30
2D ESPAÑOL
15:4518:0020:15
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:3019:3021:15
2D ESPAÑOL
15:45
VOLVER ARRIBA"
2,"IMAGINALIA
Estreno
Mi querido monstruo
TP99
2D ESPAÑOL
16:20
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
16:0019:0022:00
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:2018:2520:3022:35
Estreno
El piloto
M-16108
2D ESPAÑOL
15:4518:0020:1523:10
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3019:1521:15
Llaman a la puerta
M-16100
2D ESPAÑOL
18:3020:3522:40
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
16:2017:00
The Offering
M-1693
2D ESPAÑOL
23:05
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:50
Babylon
M-16188
2D ESPAÑOL
22:25
M3GAN
M-12102
2D ESPAÑOL
23:20
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
15:4518:35
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
15:4517:4519:3021:30
VOLVER ARRIBA
VIALIA ALBACETE
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:1022:10
Estreno
Titanic (Reestreno)
M-12194
3D ESPAÑOL
17:30
3D VOSE
21:15
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:05
TÁR
M-7158
2D CI ESPAÑOL
22:05
El asombroso Mauricio
TP93
2D ESPAÑOL
17:00
Babylon
M-16188
2D ESPAÑOL
21:30
M3GAN
M-12102
2D ESPAÑOL
17:00
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:1019:30
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:1521:00
VOLVER ARRIBA"
3,"PUERTA DE ALICANTE
Estreno
El piloto
M-16108
2D ESPAÑOL
15:4518:0020:1522:30
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3019:3021:15
Estreno
Mi querido monstruo
TP99
2D ESPAÑOL
17:00
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
16:0019:0022:00
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
15:5017:5520:0022:15
Llaman a la puerta
M-16100
2D ESPAÑOL
18:3020:4022:45
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
16:3018:50
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
20:2522:45
The Offering
M-1693
2D ESPAÑOL
22:30
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:15
TÁR
M-7158
2D CI ESPAÑOL
21:45
El asombroso Mauricio
TP93
2D ESPAÑOL
16:45
Babylon
M-16188
2D ESPAÑOL
21:15
M3GAN
M-12102
2D ESPAÑOL
17:15
El peor vecino del mundo
M-12126
2D ESPAÑOL
15:55
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
16:0018:15
Avatar: El sentido del agua
M-12194
HFR ESPAÑOL
18:45
3D HFR ESPAÑOL
15:4517:4519:3021:30
A todo tren 2: Sí, les ha pasado otra vez
M-785
2D ESPAÑOL
16:00
VOLVER ARRIBA
VINALOPO
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3019:3021:15
Estreno
El piloto
M-16108
2D ESPAÑOL
15:5518:1020:3522:40
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:0018:1520:2522:35
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:05
Llaman a la puerta
M-16100
2D ESPAÑOL
20:0522:10
TÁR
M-7158
2D CI ESPAÑOL
17:00
The Offering
M-1693
2D ESPAÑOL
22:20
El asombroso Mauricio
TP93
2D ESPAÑOL
15:45
Babylon
M-16188
2D ESPAÑOL
17:45
M3GAN
M-12102
2D ESPAÑOL
22:45
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
15:5018:0020:10
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
21:30
3D HFR ESPAÑOL
16:4518:4520:30
A todo tren 2: Sí, les ha pasado otra vez
M-785
2D ESPAÑOL
16:40
VOLVER ARRIBA"
4,"ROQUETAS
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
16:0019:0022:00
Estreno
El piloto
M-16108
2D ESPAÑOL
17:1519:4522:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:1518:2020:0020:2522:30
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
Mi querido monstruo
TP99
2D ESPAÑOL
17:00
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
15:4518:00
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
20:1522:35
Llaman a la puerta
M-16100
2D ESPAÑOL
18:1520:2522:30
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
17:0019:30
The Offering
M-1693
2D ESPAÑOL
18:0022:45
Babylon
M-16188
2D ESPAÑOL
21:15
M3GAN
M-12102
2D ESPAÑOL
15:5519:1521:20
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
16:0017:0019:10
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
16:4519:0020:3021:30
2D ESPAÑOL
17:45
A todo tren 2: Sí, les ha pasado otra vez
M-785
2D ESPAÑOL
17:00
As bestas
M-12137
2D CI ESPAÑOL
22:00
VOLVER ARRIBA
TORRECÁRDENAS
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3020:1521:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:0018:1520:3023:00
Estreno
Mi querido monstruo
TP99
ESPAÑOL
20:00
Estreno
El piloto
M-16108
2D ESPAÑOL
16:4519:0021:1023:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
16:4519:4022:35
Llaman a la puerta
M-16100
2D ESPAÑOL
18:2520:3522:45
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
16:50
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:15
El asombroso Mauricio
TP93
2D ESPAÑOL
16:20
M3GAN
M-12102
2D ESPAÑOL
22:45
Reza por el diablo
M-1693
2D ESPAÑOL
22:50
El gato con botas: El último deseo
M-7101
ESPAÑOL
17:00
2D ESPAÑOL
15:5518:05
Avatar: El sentido del agua
M-12194
3D ESPAÑOL
17:45
3D HFR ESPAÑOL
16:1519:10
Avatar: El sentido del agua XE HFR
PDC194
2D ESPAÑOL
21:30
A todo tren 2: Sí, les ha pasado otra vez
M-785
2D ESPAÑOL
15:45
VOLVER ARRIBA"
5,"LOS PRADOS
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
16:2019:15
2D VOSE
22:15
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3020:00
3D VOSE
21:15
Estreno
Mi querido monstruo
TP99
2D ESPAÑOL
16:55
Estreno
El piloto
M-16108
2D ESPAÑOL
17:4520:1022:30
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:1018:2020:3022:40
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:3022:00
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:05
Llaman a la puerta
M-16100
2D ESPAÑOL
18:3520:4022:45
TÁR
M-7158
2D CI ESPAÑOL
19:0022:05
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:25
2D CI VOSE
21:50
El asombroso Mauricio
TP93
2D ESPAÑOL
17:20
Babylon
M-16188
2D ESPAÑOL
21:25
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
16:5019:05
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
16:1517:1521:00
2D ESPAÑOL
20:15
A todo tren 2: Sí, les ha pasado otra vez
M-785
2D ESPAÑOL
16:40
As bestas
M-12137
2D CI ESPAÑOL
17:25
VOLVER ARRIBA
OCIMAX GIJON
Estreno
Mi querido monstruo
TP99
ESPAÑOL
17:15
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
El piloto
M-16108
2D ESPAÑOL
16:0018:1520:3022:45
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
16:0019:0022:00
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:0018:1020:1522:20
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:00
Llaman a la puerta
M-16100
2D ESPAÑOL
20:3522:40
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
16:3019:00
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:1521:45
M3GAN
M-12102
2D ESPAÑOL
21:30
El gato con botas: El último deseo
M-7101
ESPAÑOL
20:00
2D ESPAÑOL
16:1518:30
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:1520:1521:00
2D ESPAÑOL
16:30
VOLVER ARRIBA"
6,"PREMIUM EL FARO
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:0018:1520:2522:35
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
15:4518:5021:50
Estreno
El piloto
M-16108
2D ESPAÑOL
20:2022:40
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
16:20
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
16:35
Llaman a la puerta
M-16100
2D ESPAÑOL
19:0021:1023:20
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
22:30
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
15:5518:10
Avatar: El sentido del agua
M-12194
HFR ESPAÑOL
18:45
3D HFR ESPAÑOL
17:1521:00
VOLVER ARRIBA"
7,"COMEDIA
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:00
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:00
2D VOSE
21:15
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
17:10
2D CI VOSE
22:10
La ballena (The Whale)
M-16117
2D CI VOSE
19:3022:05
TÁR
M-7158
2D CI VOSE
19:00
Babylon
M-16188
2D VOSE
21:00
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
16:50
Avatar: El sentido del agua
M-12194
3D HFR VOSE
20:45
2D ESPAÑOL
17:20
VOLVER ARRIBA
PREMIUM CASTELLDEFELS
Estreno
El piloto
M-16108
2D ESPAÑOL
16:4019:3022:10
Estreno
Mi querido monstruo
TP99
ESPAÑOL
17:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:2018:3020:4022:50
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
15:4518:5022:00
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
16:30
Llaman a la puerta
M-16100
2D ESPAÑOL
20:3022:40
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:50
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:20
M3GAN
M-12102
2D ESPAÑOL
22:45
El gato con botas: El último deseo
M-7101
ESPAÑOL
20:15
2D ESPAÑOL
16:1018:20
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:0019:0020:45
HFR ESPAÑOL
16:00
VOLVER ARRIBA
ICARIA
Estreno
El piloto
M-16108
2D VOSE
15:4518:0020:1522:30
Estreno
Titanic (Reestreno)
M-12194
3D VOSE
17:3020:0021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:2018:2020:2022:20
Estreno
Los Fabelman
M-12151
2D VOSE
16:0019:0022:00
Astérix y Obélix y el reino medio
M-7111
2D VOSE
15:4518:15
Los hijos de otros
M-12104
2D VOSE
16:45
Llaman a la puerta
M-16100
2D VOSE
20:3022:45
Almas en pena de Inisherin
M-16114
2D CI VOSE
15:4518:0020:1522:30
La ballena (The Whale)
M-16117
2D CI VOSE
17:0019:3022:00
TÁR
M-7158
2D CI VOSE
16:1519:15
Babylon
M-16188
2D VOSE
17:1521:00
Decision to Leave
M-12138
2D CI VOSE
22:15
M3GAN
M-12102
2D VOSE
22:45
El gato con botas: El último deseo
M-7101
2D VOSE
16:0018:15
Avatar: El sentido del agua
M-12194
2D VOSE
19:00
3D HFR VOSE
16:1517:3021:15
Todo a la vez en todas partes
M-12150
2D CI VOSE
20:30
VOLVER ARRIBA
PREMIUM SANT CUGAT
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
15:0517:1519:3021:4023:50
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
16:4520:1023:10
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
13:0017:3021:15
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
12:1014:0017:45
Llaman a la puerta
M-16100
2D ESPAÑOL
20:4523:00
Venta Anticipada
BTS YET TO COME IN CINEMAS
PDC110
2D ESPAÑOL
12:4515:30
TÁR
M-7158
2D CI ESPAÑOL
12:00
El asombroso Mauricio
TP93
2D ESPAÑOL
12:0016:30
Babylon
M-16188
2D ESPAÑOL
20:00
M3GAN
M-12102
2D ESPAÑOL
14:3022:4023:45
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
12:2016:0018:20
Avatar: El sentido del agua
M-12194
HFR ESPAÑOL
18:45
3D HFR ESPAÑOL
12:3017:0021:00
VOLVER ARRIBA
ABRERA
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3020:0021:15
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
16:0019:0022:00
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:1018:1520:2022:30
Estreno
El piloto
M-16108
2D ESPAÑOL
17:0019:2021:40
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
16:30
Llaman a la puerta
M-16100
2D ESPAÑOL
18:5021:00
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
15:4517:45
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
15:4519:30
3D HFR ESPAÑOL
16:4520:30
VOLVER ARRIBA
BARICENTRO
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
15:5017:5020:0022:15
Estreno
El piloto
M-16108
2D ESPAÑOL
16:0018:1520:3022:45
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
16:45
Llaman a la puerta
M-16100
2D ESPAÑOL
17:1519:2022:25
Babylon
M-16188
2D ESPAÑOL
21:30
M3GAN
M-12102
2D ESPAÑOL
20:10
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
18:0020:10
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:0019:15
2D ESPAÑOL
20:45
A todo tren 2: Sí, les ha pasado otra vez
M-785
2D ESPAÑOL
16:0518:10
As bestas
M-12137
2D CI ESPAÑOL
22:20
Tadeo Jones 3. La tabla esmeralda
TP89
2D VDCat
15:45
VOLVER ARRIBA"
8,"AREA SUR
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
3D ESPAÑOL
20:00
Estreno
El piloto
M-16108
2D ESPAÑOL
15:5018:0020:1022:25
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
15:5018:4521:45
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
15:4517:5019:5522:05
Estreno
Mi querido monstruo
TP99
2D ESPAÑOL
17:20
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:10
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
16:40
Llaman a la puerta
M-16100
2D ESPAÑOL
18:1020:1522:20
The Offering
M-1693
2D ESPAÑOL
22:30
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:4022:00
Babylon
M-16188
2D ESPAÑOL
21:30
M3GAN
M-12102
2D ESPAÑOL
20:2022:40
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
16:1018:1519:25
Avatar: El sentido del agua
M-12194
3D ESPAÑOL
16:00
3D HFR ESPAÑOL
19:0021:00
HFR ESPAÑOL
17:15
A todo tren 2: Sí, les ha pasado otra vez
M-785
2D ESPAÑOL
16:20
VOLVER ARRIBA
PREMIUM PUERTA EUROPA
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:2518:3520:4022:45
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3019:5521:15
Estreno
El piloto
M-16108
2D ESPAÑOL
15:4518:0020:2022:40
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
15:5018:5021:50
Estreno
Mi querido monstruo
TP99
ESPAÑOL
20:00
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:55
Llaman a la puerta
M-16100
2D ESPAÑOL
20:1022:25
The Offering
M-1693
2D ESPAÑOL
22:15
El asombroso Mauricio
TP93
2D ESPAÑOL
15:50
M3GAN
M-12102
2D ESPAÑOL
20:0022:45
El gato con botas: El último deseo
M-7101
ESPAÑOL
17:00
2D ESPAÑOL
15:4517:50
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
16:0517:2021:10
HFR ESPAÑOL
19:00
A todo tren 2: Sí, les ha pasado otra vez
M-785
2D ESPAÑOL
17:00
VOLVER ARRIBA
PREMIUM BAHÍA SUR
Estreno
El piloto
M-16108
2D ESPAÑOL
15:4518:0520:2022:35
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
15:5518:5521:55
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:1518:2520:3522:45
Llaman a la puerta
M-16100
2D ESPAÑOL
20:1022:25
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
16:25
M3GAN
M-12102
2D ESPAÑOL
22:15
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
15:5018:00
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:0020:45
HFR ESPAÑOL
18:45
VOLVER ARRIBA"
9,"PEÑACASTILLO
Estreno
El piloto
M-16108
2D ESPAÑOL
15:4518:0020:1522:30
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
16:3018:4020:4522:45
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
15:5018:05
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2522:35
El asombroso Mauricio
TP93
2D ESPAÑOL
16:10
M3GAN
M-12102
2D ESPAÑOL
22:40
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
18:1520:30
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:1521:00
HFR ESPAÑOL
16:0019:45
VOLVER ARRIBA"
