,0
10,"BERCEO
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:0522:15
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
20:0021:15
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
21:00
Estreno
El piloto
M-16108
2D ESPAÑOL
19:4022:00
Llaman a la puerta
M-16100
2D ESPAÑOL
19:0021:10
The Offering
M-1693
2D ESPAÑOL
22:30
M3GAN
M-12102
2D ESPAÑOL
20:55
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
20:20
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
19:30
3D HFR ESPAÑOL
21:00
VOLVER ARRIBA"
11,"PREMIUM ALISIOS
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
El piloto
M-16108
2D ESPAÑOL
18:1020:3022:45
Estreno
Mi querido monstruo
TP99
ESPAÑOL
17:20
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:4521:50
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:2020:3522:50
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
18:35
Llaman a la puerta
M-16100
2D ESPAÑOL
19:2022:55
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:10
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:20
The Offering
M-1693
2D ESPAÑOL
23:30
Babylon
M-16188
2D ESPAÑOL
21:35
M3GAN
M-12102
2D ESPAÑOL
23:25
El gato con botas: El último deseo
M-7101
ESPAÑOL
20:45
2D ESPAÑOL
18:00
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:4519:3021:30
Modelo 77
M-16125
2D ESPAÑOL
20:55
VOLVER ARRIBA
LAS ARENAS
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:2519:3521:45
Estreno
Titanic (Reestreno)
M-12194
4DE 3D HFR ESPAÑOL
18:45
3D HFR ESPAÑOL
17:30
Estreno
El piloto
M-16108
2D ESPAÑOL
17:2019:4022:00
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:0021:15
Llaman a la puerta
M-16100
2D ESPAÑOL
19:1022:00
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:15
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:30
3D ESPAÑOL
20:30
3D ESPAÑOL
17:45
Modelo 77
M-16125
2D ESPAÑOL
19:40
VOLVER ARRIBA
FUERTEVENTURA
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
El piloto
M-16108
2D ESPAÑOL
17:5020:2022:30
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1020:1022:20
Llaman a la puerta
M-16100
2D ESPAÑOL
17:2022:40
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
18:00
Avatar: El sentido del agua
M-12194
3D ESPAÑOL
17:4021:30
3D HFR ESPAÑOL
19:30
Modelo 77
M-16125
2D ESPAÑOL
20:05
VOLVER ARRIBA
VECINDARIO
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:1521:15
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3019:3021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:4019:4521:50
Estreno
El piloto
M-16108
2D ESPAÑOL
18:0020:1522:30
Llaman a la puerta
M-16100
2D ESPAÑOL
19:5021:55
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:05
Babylon
M-16188
2D ESPAÑOL
21:30
M3GAN
M-12102
2D ESPAÑOL
22:35
El peor vecino del mundo
M-12126
2D ESPAÑOL
17:05
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:55
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:3519:35
2D ESPAÑOL
21:20
A todo tren 2: Sí, les ha pasado otra vez
M-785
2D ESPAÑOL
17:50
Modelo 77
M-16125
2D ESPAÑOL
20:00
VOLVER ARRIBA"
12,"AS TERMAS
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:1522:30
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
Estreno
El piloto
M-16108
2D ESPAÑOL
19:2021:50
Llaman a la puerta
M-16100
2D ESPAÑOL
19:5022:10
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
22:20
M3GAN
M-12102
2D ESPAÑOL
20:00
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
18:15
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:4021:00
HFR ESPAÑOL
20:30
VOLVER ARRIBA"
13,"PLAZA NORTE 2 LUXURY
VOLVER ARRIBA
IDEAL
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1520:2022:45
Estreno
Titanic (Reestreno)
M-12194
3D VOSE
21:15
Estreno
Los Fabelman
M-12151
2D VOSE
19:0022:00
Llaman a la puerta
M-16100
VOSE
18:0522:50
Almas en pena de Inisherin
M-16114
2D CI VOSE
20:1522:40
La ballena (The Whale)
M-16117
2D CI VOSE
19:4522:15
TÁR
M-7158
2D CI VOSE
19:4022:25
Babylon
M-16188
2D VOSE
18:4522:30
Avatar: El sentido del agua
M-12194
3D HFR VOSE
21:45
VOLVER ARRIBA
ISLAZUL
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
19:0021:15
Estreno
El piloto
M-16108
2D ESPAÑOL
20:1022:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:5021:50
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1520:3022:3523:15
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
22:20
Llaman a la puerta
M-16100
2D ESPAÑOL
20:4022:45
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:20
The Offering
M-1693
2D ESPAÑOL
22:50
Babylon
M-16188
2D ESPAÑOL
22:05
M3GAN
M-12102
2D ESPAÑOL
22:40
El gato con botas: El último deseo
M-7101
ESPAÑOL
20:05
2D ESPAÑOL
20:15
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
18:3019:3022:15
HFR ESPAÑOL
20:45
Modelo 77
M-16125
2D ESPAÑOL
19:35
VOLVER ARRIBA
PALAFOX LUXURY
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
20:05
2D VOSE
18:3022:15
Estreno
Titanic (Reestreno)
M-12194
3D VOSE
19:0020:55
Almas en pena de Inisherin
M-16114
2D CI VOSE
23:00
Llaman a la puerta
M-16100
2D VOSE
22:40
La ballena (The Whale)
M-16117
2D CI VOSE
20:30
Babylon
M-16188
2D VOSE
21:20
Avatar: El sentido del agua
M-12194
3D HFR VOSE
21:45
VOLVER ARRIBA
PARQUE CORREDOR
Estreno
El piloto
M-16108
2D ESPAÑOL
20:1022:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:2022:20
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:2020:3022:40
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
23:20
Llaman a la puerta
M-16100
2D ESPAÑOL
21:0023:10
Babylon
M-16188
2D ESPAÑOL
19:45
M3GAN
M-12102
2D ESPAÑOL
23:00
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
18:3022:15
HFR ESPAÑOL
20:45
Modelo 77
M-16125
2D ESPAÑOL
20:20
VOLVER ARRIBA
PLAZA NORTE 2
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
19:5522:05
Estreno
Los Fabelman
M-12151
ESPAÑOL
19:3023:00
2D ESPAÑOL
19:0522:15
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
ESPAÑOL
18:3022:30
Estreno
El piloto
M-16108
ESPAÑOL
22:15
2D ESPAÑOL
20:1522:30
Llaman a la puerta
M-16100
2D ESPAÑOL
20:1022:20
ESPAÑOL
19:45
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:10
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
22:30
Babylon
M-16188
2D ESPAÑOL
21:30
El gato con botas: El último deseo
M-7101
ESPAÑOL
20:00
2D ESPAÑOL
18:15
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
21:45
2D ESPAÑOL
20:30
ESPAÑOL
22:00
Modelo 77
M-16125
2D ESPAÑOL
20:00
VOLVER ARRIBA
PLANETOCIO
Estreno
El piloto
M-16108
2D ESPAÑOL
20:0522:25
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:2022:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:0522:05
Llaman a la puerta
M-16100
2D ESPAÑOL
19:2022:45
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
21:25
TÁR
M-7158
2D CI ESPAÑOL
19:35
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
22:30
Babylon
M-16188
2D ESPAÑOL
21:00
M3GAN
M-12102
2D ESPAÑOL
23:45
El gato con botas: El último deseo
M-7101
ESPAÑOL
20:15
2D ESPAÑOL
18:10
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
20:45
3D ESPAÑOL
18:30
2D ESPAÑOL
22:15
Modelo 77
M-16125
2D ESPAÑOL
20:00
VOLVER ARRIBA
PLENILUNIO
Estreno
Titanic (Reestreno)
M-12194
3D ESPAÑOL
19:50
3D HFR ESPAÑOL
21:15
Estreno
La niña de la comunión
M-1699
ESPAÑOL
23:30
2D ESPAÑOL
18:3020:3522:40
Estreno
El piloto
M-16108
2D ESPAÑOL
18:0520:2022:35
Estreno
Los Fabelman
M-12151
ESPAÑOL
19:1022:05
Llaman a la puerta
M-16100
2D ESPAÑOL
19:1521:2023:25
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
18:10
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:00
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:25
The Offering
M-1693
2D ESPAÑOL
22:45
Babylon
M-16188
ESPAÑOL
21:25
M3GAN
M-12102
2D ESPAÑOL
22:40
El gato con botas: El último deseo
M-7101
ESPAÑOL
20:10
Avatar: El sentido del agua
M-12194
3D ESPAÑOL
20:4521:20
3D HFR ESPAÑOL
18:35
HFR ESPAÑOL
22:25
Modelo 77
M-16125
2D ESPAÑOL
19:55
VOLVER ARRIBA
RIVAS H2O
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
19:0021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:2020:3022:35
Estreno
El piloto
M-16108
2D ESPAÑOL
20:1522:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:0522:00
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:05
Llaman a la puerta
M-16100
2D ESPAÑOL
20:4022:45
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:15
The Offering
M-1693
2D ESPAÑOL
22:35
TÁR
M-7158
2D CI ESPAÑOL
22:10
Babylon
M-16188
2D ESPAÑOL
21:25
M3GAN
M-12102
2D ESPAÑOL
22:40
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
20:00
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
22:15
3D HFR ESPAÑOL
19:3020:45
Modelo 77
M-16125
2D ESPAÑOL
19:45
VOLVER ARRIBA
TRESAGUAS
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:0022:00
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
20:1521:15
Estreno
El piloto
M-16108
2D ESPAÑOL
19:4522:10
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1520:3022:40
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:5022:15
Llaman a la puerta
M-16100
2D ESPAÑOL
19:4021:45
Lobo feroz
M-18106
2D ESPAÑOL
19:20
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
21:30
El asombroso Mauricio
TP93
ESPAÑOL
20:35
Babylon
M-16188
2D ESPAÑOL
20:10
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
18:1520:25
Avatar: El sentido del agua
M-12194
HFR ESPAÑOL
18:2019:3022:05
3D HFR ESPAÑOL
21:05
As bestas
M-12137
2D CI ESPAÑOL
22:35
VOLVER ARRIBA"
14,"RINCÓN DE LA VICTORIA
Estreno
El piloto
M-16108
2D ESPAÑOL
18:1020:2022:40
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:3521:30
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
20:0521:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:2020:2522:30
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
22:45
Llaman a la puerta
M-16100
2D ESPAÑOL
18:0520:1022:15
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:30
Babylon
M-16188
2D ESPAÑOL
21:20
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
19:05
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
20:45
2D ESPAÑOL
19:00
Modelo 77
M-16125
2D ESPAÑOL
22:00
VOLVER ARRIBA
VIALIA MÁLAGA
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
20:0021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1020:1022:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
20:40
Estreno
El piloto
M-16108
2D ESPAÑOL
20:1522:35
Llaman a la puerta
M-16100
2D ESPAÑOL
18:1520:2022:25
Almas en pena de Inisherin
M-16114
2D CI VOSE
19:50
2D CI ESPAÑOL
22:20
TÁR
M-7158
2D CI ESPAÑOL
19:05
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:4522:15
The Offering
M-1693
2D ESPAÑOL
22:45
Babylon
M-16188
2D ESPAÑOL
20:50
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
19:15
Avatar: El sentido del agua
M-12194
HFR ESPAÑOL
20:45
3D HFR ESPAÑOL
19:10
Modelo 77
M-16125
2D ESPAÑOL
22:10
Todo a la vez en todas partes
M-12150
2D CI ESPAÑOL
21:25
VOLVER ARRIBA
PLAZA MAYOR
Estreno
El piloto
M-16108
2D ESPAÑOL
19:5022:20
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
20:1521:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:2020:3022:40
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:5521:55
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
18:3021:30
Llaman a la puerta
M-16100
2D ESPAÑOL
18:0520:2022:30
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:2522:10
Babylon
M-16188
2D ESPAÑOL
21:00
M3GAN
M-12102
2D ESPAÑOL
19:10
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
19:20
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3020:45
UHD HFR ESPAÑOL
21:30
Modelo 77
M-16125
2D ESPAÑOL
21:25
VOLVER ARRIBA"
15,"ITAROA
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:0522:15
Estreno
El piloto
M-16108
2D ESPAÑOL
19:4522:00
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:4021:40
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
18:30
Llaman a la puerta
M-16100
2D ESPAÑOL
19:3022:10
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
21:20
El asombroso Mauricio
TP93
ESPAÑOL
19:55
Babylon
M-16188
2D ESPAÑOL
21:00
M3GAN
M-12102
2D ESPAÑOL
19:15
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
19:10
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:4021:05
2D ESPAÑOL
21:25
VOLVER ARRIBA"
16,"TRAVESÍA VIGO
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:2020:3022:45
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
21:00
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
20:4521:15
Estreno
El piloto
M-16108
2D ESPAÑOL
19:2021:40
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:3022:10
Llaman a la puerta
M-16100
2D ESPAÑOL
20:1022:30
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
20:00
Avatar: El sentido del agua
M-12194
3D ESPAÑOL
21:25
3D HFR ESPAÑOL
20:10
As bestas
M-12137
2D CI ESPAÑOL
22:20
VOLVER ARRIBA
PREMIUM VIALIA VIGO
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
19:4521:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
19:2020:4523:00
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
21:35
Estreno
El piloto
M-16108
2D ESPAÑOL
19:4022:00
Llaman a la puerta
M-16100
2D ESPAÑOL
20:3022:50
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:1022:40
M3GAN
M-12102
2D ESPAÑOL
21:25
El gato con botas: El último deseo
M-7101
ESPAÑOL
20:00
2D ESPAÑOL
18:1519:10
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
21:45
HFR ESPAÑOL
21:00
VOLVER ARRIBA"
17,"LA VILLA DE OROTAVA
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3019:3021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1020:1522:20
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:1021:10
Estreno
El piloto
M-16108
2D ESPAÑOL
18:1520:3022:45
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
18:0520:25
Llaman a la puerta
M-16100
2D ESPAÑOL
18:2020:2522:30
TÁR
M-7158
2D CI ESPAÑOL
17:50
The Offering
M-1693
2D ESPAÑOL
22:40
Babylon
M-16188
2D ESPAÑOL
21:00
M3GAN
M-12102
2D ESPAÑOL
17:2022:45
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
18:00
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:1020:1021:30
2D ESPAÑOL
17:45
Modelo 77
M-16125
2D ESPAÑOL
20:10
VOLVER ARRIBA
MERIDIANO
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:0021:05
Estreno
Mi querido monstruo
TP99
2D ESPAÑOL
17:15
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3019:2021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:3020:4523:05
Estreno
El piloto
M-16108
2D ESPAÑOL
18:1520:3522:55
Llaman a la puerta
M-16100
2D ESPAÑOL
18:1020:2022:35
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:10
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:35
The Offering
M-1693
2D ESPAÑOL
17:20
TÁR
M-7158
2D CI ESPAÑOL
21:40
Babylon
M-16188
2D ESPAÑOL
22:05
M3GAN
M-12102
2D ESPAÑOL
22:45
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:50
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3021:30
2D ESPAÑOL
17:45
Modelo 77
M-16125
2D ESPAÑOL
20:05
VOLVER ARRIBA"
18,"PREMIUM LAGOH
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
20:0021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
19:4021:50
Estreno
El piloto
M-16108
2D ESPAÑOL
18:4021:0023:20
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:5523:00
Llaman a la puerta
M-16100
2D ESPAÑOL
18:1020:2522:40
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:45
The Offering
M-1693
2D ESPAÑOL
23:15
El asombroso Mauricio
TP93
ESPAÑOL
20:40
M3GAN
M-12102
2D ESPAÑOL
22:50
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
18:30
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
22:25
3D HFR ESPAÑOL
19:05
3D ESPAÑOL
21:30
Modelo 77
M-16125
2D ESPAÑOL
19:45
VOLVER ARRIBA"
19,"PARC CENTRAL
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
19:4521:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1520:3022:45
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:3021:30
Llaman a la puerta
M-16100
2D ESPAÑOL
20:0022:15
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
20:45
VOLVER ARRIBA"
20,"MERCADO DE CAMPANAR
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:3020:3522:40
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
3D VOSE
19:30
Estreno
Los Fabelman
M-12151
2D VOSE
19:00
2D ESPAÑOL
22:00
Estreno
El piloto
M-16108
2D ESPAÑOL
20:1522:35
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
18:10
Llaman a la puerta
M-16100
2D ESPAÑOL
20:15
2D VOSE
22:25
Almas en pena de Inisherin
M-16114
2D CI VOSE
20:1022:30
The Offering
M-1693
2D ESPAÑOL
22:45
La ballena (The Whale)
M-16117
2D CI VOSE
19:10
2D CI ESPAÑOL
21:30
Babylon
M-16188
2D ESPAÑOL
21:00
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
20:00
Avatar: El sentido del agua
M-12194
2D VOSE
20:30
3D VOSE
19:00
3D HFR ESPAÑOL
19:4521:15
El menú
M-16106
2D VOSE
22:10
Modelo 77
M-16125
2D ESPAÑOL
20:45
VOLVER ARRIBA
VIDANOVA PARC
Estreno
El piloto
M-16108
2D ESPAÑOL
18:1520:3022:45
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:1522:30
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
Llaman a la puerta
M-16100
2D ESPAÑOL
19:10
Babylon
M-16188
2D ESPAÑOL
21:20
M3GAN
M-12102
2D ESPAÑOL
22:40
Avatar: El sentido del agua
M-12194
HFR ESPAÑOL
21:25
3D HFR ESPAÑOL
19:30
Modelo 77
M-16125
2D ESPAÑOL
20:00
VOLVER ARRIBA"
21,"PREMIUM VALLSUR
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1020:1022:20
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:1022:15
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
Estreno
El piloto
M-16108
2D ESPAÑOL
20:3022:45
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
22:00
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2022:30
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
18:3020:45
HFR ESPAÑOL
22:10
Modelo 77
M-16125
2D ESPAÑOL
19:30
VOLVER ARRIBA"
22,"MEGAPARK
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
20:1521:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:0022:15
Estreno
El piloto
M-16108
2D ESPAÑOL
19:2021:45
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
19:50
Llaman a la puerta
M-16100
2D ESPAÑOL
19:1521:30
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
22:30
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:4521:00
VOLVER ARRIBA
ARTEA
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1520:3022:40
Estreno
El piloto
M-16108
2D ESPAÑOL
20:0022:20
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:3021:30
Estreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:30
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2022:30
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
22:00
El gato con botas: El último deseo
M-7101
ESPAÑOL
20:40
2D ESPAÑOL
18:10
Avatar: El sentido del agua
M-12194
HFR ESPAÑOL
19:45
3D HFR ESPAÑOL
21:00
VOLVER ARRIBA"
