,0
10,"BERCEO
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:1522:25
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:0021:10
Estreno
El piloto
M-16108
2D ESPAÑOL
17:4020:00
Llaman a la puerta
M-16100
2D ESPAÑOL
19:1521:30
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:50
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:00
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:1521:00
As bestas
M-12137
2D CI ESPAÑOL
22:15
VOLVER ARRIBA"
11,"PREMIUM ALISIOS
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
20:45
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:0519:1522:30
Estreno
El piloto
M-16108
2D ESPAÑOL
20:3022:45
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
18:20
Llaman a la puerta
M-16100
2D ESPAÑOL
18:10
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
17:00
The Offering
M-1693
2D ESPAÑOL
17:10
Babylon
M-16188
2D ESPAÑOL
21:25
El gato con botas: El último deseo
M-7101
ESPAÑOL
18:30
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:1519:30
HFR ESPAÑOL
21:15
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:45
VOLVER ARRIBA
LAS ARENAS
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:3022:15
Estreno
El piloto
M-16108
2D ESPAÑOL
19:1521:35
Reestreno
Titanic (Reestreno)
M-12194
4DE 3D HFR ESPAÑOL
17:3021:15
3D HFR ESPAÑOL
19:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
17:0021:05
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2522:35
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
17:05
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:45
TÁR
M-7158
2D CI ESPAÑOL
17:15
Babylon
M-16188
2D ESPAÑOL
17:10
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:00
Avatar: El sentido del agua XE HFR
PDC194
2D ESPAÑOL
17:00
Avatar: El sentido del agua
M-12194
3D ESPAÑOL
20:45
3D ESPAÑOL
17:4521:30
Ganador
As bestas
M-12137
2D CI ESPAÑOL
20:05
VOLVER ARRIBA
FUERTEVENTURA
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:10
Estreno
El piloto
M-16108
2D ESPAÑOL
17:5020:1022:20
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:1519:2022:35
Llaman a la puerta
M-16100
2D ESPAÑOL
17:40
Babylon
M-16188
2D ESPAÑOL
21:30
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
18:00
Avatar: El sentido del agua
M-12194
3D ESPAÑOL
17:4021:25
3D HFR ESPAÑOL
19:40
Ganador
As bestas
M-12137
2D CI ESPAÑOL
20:00
VOLVER ARRIBA
VECINDARIO
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:15
Estreno
El piloto
M-16108
2D ESPAÑOL
18:0020:1522:30
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
19:3021:40
Llaman a la puerta
M-16100
2D ESPAÑOL
17:50
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:55
The Offering
M-1693
2D ESPAÑOL
22:20
Babylon
M-16188
2D ESPAÑOL
21:15
M3GAN
M-12102
2D ESPAÑOL
22:35
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:45
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:3519:30
2D ESPAÑOL
21:20
Ganador
As bestas
M-12137
2D CI ESPAÑOL
20:00
VOLVER ARRIBA"
12,"AS TERMAS
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:5020:15
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3020:3021:15
Estreno
El piloto
M-16108
2D ESPAÑOL
17:2019:40
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:40
Llaman a la puerta
M-16100
2D ESPAÑOL
20:0522:20
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
18:0022:00
M3GAN
M-12102
2D ESPAÑOL
22:30
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:1019:25
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:0021:00
Ganador
As bestas
M-12137
2D CI ESPAÑOL
21:45
VOLVER ARRIBA"
13,"PLAZA NORTE 2 LUXURY
VOLVER ARRIBA
IDEAL
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
19:5022:45
Reestreno
Titanic (Reestreno)
M-12194
3D VOSE
21:15
Estreno
Los Fabelman
M-12151
2D VOSE
19:0022:00
Llaman a la puerta
M-16100
VOSE
22:50
Almas en pena de Inisherin
M-16114
2D CI VOSE
20:1522:40
La ballena (The Whale)
M-16117
2D CI VOSE
19:4522:15
TÁR
M-7158
2D CI VOSE
19:3021:55
Babylon
M-16188
2D VOSE
21:30
Avatar: El sentido del agua
M-12194
3D HFR VOSE
20:45
Ganador
As bestas
M-12137
2D CI ESPAÑOL
20:05
VOLVER ARRIBA
ISLAZUL
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3019:0021:15
Estreno
El piloto
M-16108
2D ESPAÑOL
17:3020:1022:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
17:3518:5021:50
Estreno
Mi querido monstruo
TP99
2D ESPAÑOL
16:5518:55
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1520:3022:35
Llaman a la puerta
M-16100
2D ESPAÑOL
16:4520:4022:45
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
22:25
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
18:00
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:20
The Offering
M-1693
2D ESPAÑOL
22:50
Babylon
M-16188
2D ESPAÑOL
21:00
El asombroso Mauricio
TP93
2D ESPAÑOL
17:05
M3GAN
M-12102
2D ESPAÑOL
17:2022:40
El gato con botas: El último deseo
M-7101
ESPAÑOL
18:30
2D ESPAÑOL
18:05
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
18:2519:30
HFR ESPAÑOL
17:0020:45
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:45
Todo a la vez en todas partes
M-12150
2D CI ESPAÑOL
22:05
VOLVER ARRIBA
PALAFOX LUXURY
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
17:2020:20
2D VOSE
18:2521:30
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
16:50
3D VOSE
18:5520:45
Llaman a la puerta
M-16100
2D ESPAÑOL
17:45
2D VOSE
22:35
Babylon
M-16188
2D VOSE
17:0521:10
Avatar: El sentido del agua
M-12194
3D HFR VOSE
18:0021:50
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:55
VOLVER ARRIBA
PARQUE CORREDOR
Estreno
El piloto
M-16108
2D ESPAÑOL
17:4020:0022:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:0019:5522:45
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:3022:00
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:15
Llaman a la puerta
M-16100
2D ESPAÑOL
17:2022:30
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
22:40
Babylon
M-16188
2D ESPAÑOL
19:05
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:45
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:0020:45
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:45
VOLVER ARRIBA
PLAZA NORTE 2
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
17:2019:0522:05
ESPAÑOL
19:4522:30
Estreno
El piloto
M-16108
2D ESPAÑOL
18:0020:1522:25
ESPAÑOL
22:45
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:5020:0022:15
ESPAÑOL
18:00
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
ESPAÑOL
17:0021:00
Estreno
Mi querido monstruo
TP99
ESPAÑOL
18:00
Llaman a la puerta
M-16100
2D ESPAÑOL
17:0020:2022:45
ESPAÑOL
17:3020:15
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
17:0519:25
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:40
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
22:35
Babylon
M-16188
2D ESPAÑOL
21:45
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
18:20
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:0021:00
2D ESPAÑOL
20:30
ESPAÑOL
17:4521:30
Ganador
As bestas
M-12137
2D CI ESPAÑOL
20:00
VOLVER ARRIBA
PLANETOCIO
Estreno
El piloto
M-16108
2D ESPAÑOL
20:0522:25
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:2022:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:0022:00
Llaman a la puerta
M-16100
2D ESPAÑOL
19:4022:45
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
21:50
TÁR
M-7158
2D CI ESPAÑOL
19:35
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
22:40
Babylon
M-16188
2D ESPAÑOL
21:00
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
20:45
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:55
VOLVER ARRIBA
PLENILUNIO
Estreno
La niña de la comunión
M-1699
ESPAÑOL
20:3522:40
Reestreno
Titanic (Reestreno)
M-12194
3D ESPAÑOL
20:05
3D HFR ESPAÑOL
21:15
Estreno
El piloto
M-16108
2D ESPAÑOL
20:2022:35
Estreno
Los Fabelman
M-12151
ESPAÑOL
19:1022:05
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2522:30
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:00
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:25
The Offering
M-1693
2D ESPAÑOL
22:45
M3GAN
M-12102
2D ESPAÑOL
22:40
Avatar: El sentido del agua
M-12194
PREM HFR ESPAÑOL
20:45
3D ESPAÑOL
21:20
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:55
VOLVER ARRIBA
RIVAS H2O
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
19:0021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:3022:35
Estreno
El piloto
M-16108
2D ESPAÑOL
20:1522:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:0522:00
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:0522:45
Llaman a la puerta
M-16100
2D ESPAÑOL
20:4022:45
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:15
The Offering
M-1693
2D ESPAÑOL
22:35
Babylon
M-16188
2D ESPAÑOL
21:25
M3GAN
M-12102
2D ESPAÑOL
22:40
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
20:4521:15
Ganador
As bestas
M-12137
2D CI ESPAÑOL
20:00
VOLVER ARRIBA
TRESAGUAS
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
20:1521:15
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
20:00
Estreno
El piloto
M-16108
2D ESPAÑOL
19:40
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:3022:40
Llaman a la puerta
M-16100
2D ESPAÑOL
19:4021:45
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
21:50
El asombroso Mauricio
TP93
ESPAÑOL
20:35
Babylon
M-16188
2D ESPAÑOL
20:10
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
19:30
3D HFR ESPAÑOL
21:05
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:2022:00
VOLVER ARRIBA"
14,"RINCÓN DE LA VICTORIA
Estreno
El piloto
M-16108
2D ESPAÑOL
19:4022:00
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
21:30
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
20:40
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
19:4521:50
Llaman a la puerta
M-16100
2D ESPAÑOL
20:10
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
20:45
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:30
VOLVER ARRIBA
VIALIA MÁLAGA
Estreno
El piloto
M-16108
2D ESPAÑOL
20:1522:35
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:1022:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
20:40
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
Llaman a la puerta
M-16100
2D ESPAÑOL
19:1021:15
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
20:00
TÁR
M-7158
2D CI ESPAÑOL
20:00
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:4522:15
Babylon
M-16188
2D ESPAÑOL
20:50
M3GAN
M-12102
2D ESPAÑOL
22:30
Avatar: El sentido del agua
M-12194
HFR ESPAÑOL
20:45
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:2022:10
VOLVER ARRIBA
PLAZA MAYOR
Estreno
El piloto
M-16108
2D ESPAÑOL
19:5022:20
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:3022:40
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:5521:55
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2522:35
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:2522:10
Avatar: El sentido del agua
M-12194
HFR ESPAÑOL
20:45
3D HFR ESPAÑOL
19:30
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:0521:45
VOLVER ARRIBA"
15,"ITAROA
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:0019:05
Estreno
El piloto
M-16108
2D ESPAÑOL
18:0020:20
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:0022:05
Estreno
Mi querido monstruo
TP99
2D ESPAÑOL
17:00
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:2519:45
Llaman a la puerta
M-16100
2D ESPAÑOL
19:10
The Offering
M-1693
2D ESPAÑOL
22:35
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
21:30
Babylon
M-16188
2D ESPAÑOL
21:20
El asombroso Mauricio
TP93
ESPAÑOL
17:30
M3GAN
M-12102
2D ESPAÑOL
22:25
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:1019:20
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:4021:35
A todo tren 2: Sí, les ha pasado otra vez
M-785
2D ESPAÑOL
17:05
VOLVER ARRIBA"
16,"TRAVESÍA VIGO
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:2020:3022:45
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
21:00
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
Estreno
El piloto
M-16108
2D ESPAÑOL
19:2021:40
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:3022:10
Llaman a la puerta
M-16100
2D ESPAÑOL
22:30
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
20:00
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
21:25
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:4022:20
VOLVER ARRIBA
PREMIUM VIALIA VIGO
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3020:1521:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:2019:3520:0522:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
17:0521:45
Estreno
Mi querido monstruo
TP99
ESPAÑOL
18:10
Estreno
El piloto
M-16108
2D ESPAÑOL
18:0020:2522:45
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:10
Llaman a la puerta
M-16100
2D ESPAÑOL
20:3022:40
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
17:5019:4522:10
El asombroso Mauricio
TP93
2D ESPAÑOL
18:25
Babylon
M-16188
2D ESPAÑOL
17:40
M3GAN
M-12102
2D ESPAÑOL
22:20
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:15
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:0020:45
HFR ESPAÑOL
21:30
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:25
VOLVER ARRIBA"
17,"LA VILLA DE OROTAVA
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1020:1522:20
Estreno
El piloto
M-16108
2D ESPAÑOL
18:1520:3022:45
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:2021:20
Llaman a la puerta
M-16100
2D ESPAÑOL
17:5022:25
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:00
TÁR
M-7158
2D CI ESPAÑOL
18:00
Babylon
M-16188
2D ESPAÑOL
21:10
M3GAN
M-12102
2D ESPAÑOL
17:20
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3021:30
2D ESPAÑOL
17:45
Ganador
As bestas
M-12137
2D CI ESPAÑOL
20:00
VOLVER ARRIBA
MERIDIANO
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3020:0021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:1019:20
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
17:0021:40
Estreno
El piloto
M-16108
2D ESPAÑOL
17:5520:15
Llaman a la puerta
M-16100
2D ESPAÑOL
17:0022:35
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:10
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:05
The Offering
M-1693
2D ESPAÑOL
17:20
TÁR
M-7158
2D CI ESPAÑOL
21:40
Babylon
M-16188
2D ESPAÑOL
21:30
M3GAN
M-12102
2D ESPAÑOL
17:00
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:50
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3021:25
2D ESPAÑOL
17:40
Ganador
As bestas
M-12137
2D CI ESPAÑOL
20:00
VOLVER ARRIBA"
18,"PREMIUM LAGOH
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:2019:4021:50
Estreno
El piloto
M-16108
2D ESPAÑOL
17:5020:1022:30
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
17:4020:40
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:05
Llaman a la puerta
M-16100
2D ESPAÑOL
18:1020:2522:40
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:35
The Offering
M-1693
2D ESPAÑOL
23:00
El asombroso Mauricio
TP93
2D ESPAÑOL
17:00
Babylon
M-16188
2D ESPAÑOL
17:00
M3GAN
M-12102
2D ESPAÑOL
21:3022:50
El gato con botas: El último deseo
M-7101
ESPAÑOL
18:00
2D ESPAÑOL
16:5519:10
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:05
3D ESPAÑOL
17:25
ESPAÑOL
21:15
As bestas
M-12137
2D CI ESPAÑOL
19:3022:20
VOLVER ARRIBA"
19,"PARC CENTRAL
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1520:3022:45
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:3021:30
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:15
Llaman a la puerta
M-16100
2D ESPAÑOL
20:0022:15
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
17:50
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
17:00
3D HFR ESPAÑOL
20:45
Ganador
As bestas
M-12137
2D CI ESPAÑOL
19:3522:20
VOLVER ARRIBA"
20,"MERCADO DE CAMPANAR
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
21:15
3D VOSE
19:30
Estreno
Los Fabelman
M-12151
2D VOSE
18:30
2D ESPAÑOL
21:30
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1520:2022:30
Estreno
El piloto
M-16108
2D ESPAÑOL
22:40
Llaman a la puerta
M-16100
2D ESPAÑOL
20:00
Almas en pena de Inisherin
M-16114
2D CI VOSE
20:15
The Offering
M-1693
2D ESPAÑOL
22:00
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
18:10
Babylon
M-16188
2D ESPAÑOL
21:00
Avatar: El sentido del agua
M-12194
2D VOSE
20:30
3D HFR ESPAÑOL
19:45
2D ESPAÑOL
21:20
Ganador
As bestas
M-12137
2D CI ESPAÑOL
20:15
VOLVER ARRIBA
VIDANOVA PARC
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
17:1519:4021:50
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
19:15
Estreno
El piloto
M-16108
2D ESPAÑOL
18:00
Llaman a la puerta
M-16100
2D ESPAÑOL
17:20
Babylon
M-16188
2D ESPAÑOL
17:10
M3GAN
M-12102
2D ESPAÑOL
17:00
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3020:15
Ganador
As bestas
M-12137
2D CI ESPAÑOL
21:00
VOLVER ARRIBA"
21,"PREMIUM VALLSUR
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1020:1022:20
Estreno
El piloto
M-16108
2D ESPAÑOL
17:0020:3022:45
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
19:0522:00
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:00
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:20
Llaman a la puerta
M-16100
2D ESPAÑOL
17:0020:4022:45
TÁR
M-7158
2D CI ESPAÑOL
19:15
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
22:25
Babylon
M-16188
2D ESPAÑOL
21:40
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
18:00
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:0020:45
Ganador
As bestas
M-12137
2D CI ESPAÑOL
17:50
VOLVER ARRIBA"
22,"MEGAPARK
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
20:1521:15
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
20:0022:15
Estreno
El piloto
M-16108
2D ESPAÑOL
19:2021:45
Llaman a la puerta
M-16100
2D ESPAÑOL
19:1521:30
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:30
Babylon
M-16188
2D ESPAÑOL
21:00
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
21:15
Ganador
As bestas
M-12137
2D CI ESPAÑOL
22:00
VOLVER ARRIBA
ARTEA
Estreno
La niña de la comunión
M-1699
2D ESPAÑOL
18:1520:3022:40
Estreno
El piloto
M-16108
2D ESPAÑOL
17:4020:0022:20
Estreno
Los Fabelman
M-12151
2D ESPAÑOL
18:3021:30
Reestreno
Titanic (Reestreno)
M-12194
3D HFR ESPAÑOL
17:3021:15
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2022:30
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
17:00
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:30
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
22:00
El asombroso Mauricio
TP93
ESPAÑOL
17:45
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
18:00
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
17:1521:00
HFR ESPAÑOL
20:10
Ganador
As bestas
M-12137
2D CI ESPAÑOL
17:20
VOLVER ARRIBA"
