,0
10,"BERCEO
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
19:35
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:10
TÁR
M-7158
2D CI ESPAÑOL
22:00
Devotion. Una historia de héroes
M-12138
2D ESPAÑOL
22:20
The Offering
M-1693
2D ESPAÑOL
20:00
Babylon
M-16188
2D ESPAÑOL
21:10
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3021:15
As bestas
M-12137
2D CI ESPAÑOL
22:10
VOLVER ARRIBA"
11,"PREMIUM ALISIOS
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
18:1020:2022:35
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
22:20
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:0022:25
Babylon
M-16188
2D ESPAÑOL
20:30
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:40
El gato con botas: El último deseo
M-7101
ESPAÑOL
18:30
Avatar: El sentido del agua
M-12194
HFR ESPAÑOL
18:15
3D HFR ESPAÑOL
19:3020:45
As bestas
M-12137
2D CI ESPAÑOL
19:35
VOLVER ARRIBA
LAS ARENAS
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:1022:20
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
20:0522:30
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
18:15
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:4022:10
TÁR
M-7158
2D CI ESPAÑOL
18:25
Babylon
M-16188
2D ESPAÑOL
21:25
Avatar: El sentido del agua
M-12194
3D ESPAÑOL
20:45
3D ESPAÑOL
21:30
PREM HFR ESPAÑOL
19:45
As bestas
M-12137
2D CI ESPAÑOL
20:00
Todo a la vez en todas partes
M-12150
2D CI ESPAÑOL
20:40
VOLVER ARRIBA
FUERTEVENTURA
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
18:1020:1522:20
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
19:20
Babylon
M-16188
2D ESPAÑOL
20:40
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:25
M3GAN
M-12102
2D ESPAÑOL
18:3021:40
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
21:25
3D HFR ESPAÑOL
20:00
As bestas
M-12137
2D CI ESPAÑOL
19:40
VOLVER ARRIBA
VECINDARIO
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
18:3020:3522:40
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
19:15
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:3021:55
The Offering
M-1693
2D ESPAÑOL
22:35
Babylon
M-16188
2D ESPAÑOL
20:20
M3GAN
M-12102
2D ESPAÑOL
18:1521:30
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:45
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:0020:0021:25
As bestas
M-12137
2D CI ESPAÑOL
20:00
VOLVER ARRIBA"
12,"AS TERMAS
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:0022:20
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
20:10
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
21:45
The Offering
M-1693
2D ESPAÑOL
22:05
M3GAN
M-12102
2D ESPAÑOL
19:45
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:35
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
19:20
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3021:15
As bestas
M-12137
2D CI ESPAÑOL
21:30
VOLVER ARRIBA"
13,"PLAZA NORTE 2 LUXURY
VOLVER ARRIBA
IDEAL
El triángulo de la tristeza (Preestreno)
PDC149
2D CI VOSE
19:30
Estreno
Llaman a la puerta
M-16100
VOSE
20:3022:45
Estreno
Almas en pena de Inisherin
M-16114
2D CI VOSE
19:4022:10
TÁR
M-7158
2D CI VOSE
22:00
La ballena (The Whale)
M-16117
2D CI VOSE
19:4522:45
Babylon
M-16188
2D VOSE
21:30
Operación Fortune: El gran engaño
M-12114
2D VOSE
22:45
Avatar: El sentido del agua
M-12194
3D HFR VOSE
21:15
As bestas
M-12137
2D CI ESPAÑOL
20:00
Todo a la vez en todas partes
M-12150
2D CI VOSE
22:10
VOLVER ARRIBA
ISLAZUL
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
20:25
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:3021:50
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:1522:30
Devotion. Una historia de héroes
M-12138
2D ESPAÑOL
22:10
Lobo feroz
M-18106
2D ESPAÑOL
22:45
The Offering
M-1693
2D ESPAÑOL
22:15
Babylon
M-16188
2D ESPAÑOL
20:45
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:40
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
19:15
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
20:30
HFR ESPAÑOL
21:15
3D HFR ESPAÑOL
19:30
As bestas
M-12137
2D CI ESPAÑOL
20:00
Todo a la vez en todas partes
M-12150
2D CI ESPAÑOL
21:20
VOLVER ARRIBA
PALAFOX LUXURY
Estreno
Llaman a la puerta
M-16100
2D VOSE
21:50
Estreno
Almas en pena de Inisherin
M-16114
2D CI VOSE
22:45
La ballena (The Whale)
M-16117
2D CI VOSE
22:20
2D CI ESPAÑOL
20:20
Babylon
M-16188
2D ESPAÑOL
20:50
2D VOSE
21:20
Avatar: El sentido del agua
M-12194
HFR ESPAÑOL
19:55
As bestas
M-12137
2D CI ESPAÑOL
19:30
VOLVER ARRIBA
PARQUE CORREDOR
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
19:20
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
20:0022:30
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:3022:40
The Offering
M-1693
2D ESPAÑOL
22:00
Devotion. Una historia de héroes
M-12138
2D ESPAÑOL
22:20
Babylon
M-16188
2D ESPAÑOL
21:30
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:4521:00
As bestas
M-12137
2D CI ESPAÑOL
19:30
VOLVER ARRIBA
PLAZA NORTE 2
Estreno
Llaman a la puerta
M-16100
ESPAÑOL
20:0022:15
2D ESPAÑOL
20:3022:45
Estreno
Astérix y Obélix y el reino medio
M-7111
ESPAÑOL
19:2522:00
2D ESPAÑOL
20:00
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
20:2022:45
TÁR
M-7158
2D CI ESPAÑOL
21:40
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
22:45
Devotion. Una historia de héroes
M-12138
2D ESPAÑOL
22:20
Babylon
M-16188
2D ESPAÑOL
21:00
ESPAÑOL
20:45
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
20:40
3D HFR ESPAÑOL
19:3021:15
ESPAÑOL
21:30
As bestas
M-12137
2D CI ESPAÑOL
20:00
VOLVER ARRIBA
PLANETOCIO
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
20:0022:20
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
20:25
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2022:25
Devotion. Una historia de héroes
M-12138
2D ESPAÑOL
22:10
Lobo feroz
M-18106
2D ESPAÑOL
22:45
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3020:45
2D ESPAÑOL
20:15
As bestas
M-12137
2D CI ESPAÑOL
19:25
VOLVER ARRIBA
PLENILUNIO
Estreno
Almas en pena de Inisherin
M-16114
ESPAÑOL
19:5022:10
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
20:30
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2522:30
Devotion. Una historia de héroes
M-12138
2D ESPAÑOL
22:15
TÁR
M-7158
2D CI ESPAÑOL
19:30
The Offering
M-1693
2D ESPAÑOL
22:40
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:0522:25
Lobo feroz
M-18106
2D ESPAÑOL
22:45
Babylon
M-16188
ESPAÑOL
21:25
Avatar: El sentido del agua
M-12194
3D ESPAÑOL
19:3520:50
As bestas
M-12137
2D CI ESPAÑOL
19:25
Todo a la vez en todas partes
M-12150
ESPAÑOL
21:25
VOLVER ARRIBA
RIVAS H2O
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:4022:45
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
20:20
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
20:0022:25
The Offering
M-1693
2D ESPAÑOL
22:35
TÁR
M-7158
2D CI ESPAÑOL
19:55
Lobo feroz
M-18106
2D ESPAÑOL
22:35
Devotion. Una historia de héroes
M-12138
2D ESPAÑOL
22:10
Babylon
M-16188
2D ESPAÑOL
21:25
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:20
M3GAN
M-12102
2D ESPAÑOL
22:45
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
20:00
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3020:45
As bestas
M-12137
2D CI ESPAÑOL
19:50
Todo a la vez en todas partes
M-12150
2D CI ESPAÑOL
19:45
VOLVER ARRIBA
TRESAGUAS
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2522:35
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:35
Devotion. Una historia de héroes
M-12138
2D ESPAÑOL
22:00
TÁR
M-7158
2D CI ESPAÑOL
21:15
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:4022:15
The Offering
M-1693
2D ESPAÑOL
22:20
Lobo feroz
M-18106
2D ESPAÑOL
19:20
El asombroso Mauricio
TP93
ESPAÑOL
20:35
M3GAN
M-12102
2D ESPAÑOL
21:30
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
20:2521:10
2D ESPAÑOL
21:05
As bestas
M-12137
2D CI ESPAÑOL
19:30
VOLVER ARRIBA"
14,"RINCÓN DE LA VICTORIA
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:0022:00
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:3021:50
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
19:15
TÁR
M-7158
2D CI ESPAÑOL
21:10
Babylon
M-16188
2D ESPAÑOL
19:45
Avatar: El sentido del agua
M-12194
HFR ESPAÑOL
20:45
Modelo 77
M-16125
2D ESPAÑOL
21:30
VOLVER ARRIBA
VIALIA MÁLAGA
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
19:20
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:1022:15
Estreno
Almas en pena de Inisherin
M-16114
2D CI VOSE
19:35
2D CI ESPAÑOL
22:00
Devotion. Una historia de héroes
M-12138
2D ESPAÑOL
22:25
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:4522:20
TÁR
M-7158
2D CI ESPAÑOL
19:40
Decision to Leave
M-12138
2D CI VOSE
21:45
Babylon
M-16188
2D ESPAÑOL
20:45
M3GAN
M-12102
2D ESPAÑOL
19:20
Reza por el diablo
M-1693
2D ESPAÑOL
22:45
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
20:45
3D HFR VOSE
21:30
As bestas
M-12137
2D CI ESPAÑOL
20:30
Todo a la vez en todas partes
M-12150
2D CI ESPAÑOL
20:20
VOLVER ARRIBA
PLAZA MAYOR
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
20:0022:25
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2022:35
TÁR
M-7158
2D CI ESPAÑOL
21:00
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:15
Babylon
M-16188
2D ESPAÑOL
20:45
M3GAN
M-12102
2D ESPAÑOL
21:45
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:30
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3020:45
As bestas
M-12137
2D CI ESPAÑOL
20:30
VOLVER ARRIBA"
15,"ITAROA
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:10
TÁR
M-7158
2D CI ESPAÑOL
22:15
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:0022:30
Babylon
M-16188
2D ESPAÑOL
21:00
M3GAN
M-12102
2D ESPAÑOL
20:0022:15
El gato con botas: El último deseo
M-7101
ESPAÑOL
20:20
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
19:30
3D HFR ESPAÑOL
20:3021:15
As bestas
M-12137
2D CI ESPAÑOL
22:25
VOLVER ARRIBA"
16,"TRAVESÍA VIGO
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:4022:10
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:1022:30
Babylon
M-16188
2D ESPAÑOL
20:50
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:20
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3021:15
2D ESPAÑOL
20:30
As bestas
M-12137
2D CI ESPAÑOL
20:40
VOLVER ARRIBA
PREMIUM VIALIA VIGO
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
19:25
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:3022:45
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:5522:30
Devotion. Una historia de héroes
M-12138
2D ESPAÑOL
22:15
Babylon
M-16188
2D ESPAÑOL
21:15
M3GAN
M-12102
2D ESPAÑOL
20:2021:50
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:35
El gato con botas: El último deseo
M-7101
2D ESPAÑOL
19:35
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3020:2521:15
As bestas
M-12137
2D CI ESPAÑOL
21:55
VOLVER ARRIBA"
17,"LA VILLA DE OROTAVA
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
18:3020:3522:40
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:45
TÁR
M-7158
2D CI ESPAÑOL
20:50
Babylon
M-16188
2D ESPAÑOL
21:30
M3GAN
M-12102
2D ESPAÑOL
18:3522:15
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:40
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:0020:0021:30
As bestas
M-12137
2D CI ESPAÑOL
20:00
Todo a la vez en todas partes
M-12150
2D CI ESPAÑOL
20:15
VOLVER ARRIBA
MERIDIANO
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:0022:10
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
20:2022:40
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:45
The Offering
M-1693
2D ESPAÑOL
22:20
TÁR
M-7158
2D CI ESPAÑOL
20:35
Babylon
M-16188
2D ESPAÑOL
20:25
M3GAN
M-12102
2D ESPAÑOL
18:1522:45
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:15
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
18:3019:3020:45
As bestas
M-12137
2D CI ESPAÑOL
20:00
VOLVER ARRIBA"
18,"PREMIUM LAGOH
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
19:40
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:3022:45
The Offering
M-1693
2D ESPAÑOL
22:05
Devotion. Una historia de héroes
M-12138
2D ESPAÑOL
22:30
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:05
Babylon
M-16188
2D ESPAÑOL
21:00
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:35
M3GAN
M-12102
2D ESPAÑOL
20:0022:15
Reza por el diablo
M-1693
2D ESPAÑOL
22:10
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:30
3D ESPAÑOL
21:30
As bestas
M-12137
2D CI ESPAÑOL
20:45
Todo a la vez en todas partes
M-12150
2D CI ESPAÑOL
19:10
VOLVER ARRIBA"
19,"PARC CENTRAL
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:1522:30
TÁR
M-7158
2D CI ESPAÑOL
20:30
M3GAN
M-12102
2D ESPAÑOL
20:0522:15
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:15
2D ESPAÑOL
21:15
As bestas
M-12137
2D CI ESPAÑOL
21:00
VOLVER ARRIBA"
20,"MERCADO DE CAMPANAR
El triángulo de la tristeza (Preestreno)
PDC149
2D CI VOSE
19:30
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
20:25
The Offering
M-1693
2D ESPAÑOL
22:45
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:2521:55
TÁR
M-7158
2D CI VOSE
20:40
Babylon
M-16188
2D ESPAÑOL
21:15
Decision to Leave
M-12138
2D CI ESPAÑOL
19:50
M3GAN
M-12102
2D ESPAÑOL
22:35
Avatar: El sentido del agua
M-12194
2D ESPAÑOL
20:45
3D HFR ESPAÑOL
19:4021:25
El menú
M-16106
2D VOSE
22:45
As bestas
M-12137
2D CI ESPAÑOL
20:00
Todo a la vez en todas partes
M-12150
2D CI VOSE
20:30
VOLVER ARRIBA
VIDANOVA PARC
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
19:3021:50
Babylon
M-16188
2D ESPAÑOL
20:25
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:4520:15
As bestas
M-12137
2D CI ESPAÑOL
20:00
VOLVER ARRIBA"
21,"PREMIUM VALLSUR
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2022:30
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
20:1522:35
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
20:00
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:1022:40
TÁR
M-7158
2D CI ESPAÑOL
21:35
Devotion. Una historia de héroes
M-12138
2D ESPAÑOL
22:15
Babylon
M-16188
2D ESPAÑOL
21:25
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3021:15
As bestas
M-12137
2D CI ESPAÑOL
20:00
VOLVER ARRIBA"
22,"MEGAPARK
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
22:30
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
19:20
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
19:45
The Offering
M-1693
2D ESPAÑOL
22:00
Babylon
M-16188
2D ESPAÑOL
20:50
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:15
M3GAN
M-12102
2D ESPAÑOL
19:15
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:3021:15
3D ESPAÑOL
20:00
As bestas
M-12137
2D CI ESPAÑOL
19:30
Todo a la vez en todas partes
M-12150
2D CI ESPAÑOL
21:30
VOLVER ARRIBA
ARTEA
Estreno
Astérix y Obélix y el reino medio
M-7111
2D ESPAÑOL
19:50
Estreno
Llaman a la puerta
M-16100
2D ESPAÑOL
20:2022:40
Estreno
Almas en pena de Inisherin
M-16114
2D CI ESPAÑOL
19:40
La ballena (The Whale)
M-16117
2D CI ESPAÑOL
20:0022:15
Babylon
M-16188
2D ESPAÑOL
20:50
Operación Fortune: El gran engaño
M-12114
2D ESPAÑOL
22:30
Avatar: El sentido del agua
M-12194
3D HFR ESPAÑOL
19:1520:1521:15
As bestas
M-12137
2D CI ESPAÑOL
22:20
VOLVER ARRIBA"
